"Label","DataElementUId","CoCUid","DataSetUid","RMA Table Name","AccessDatabaseFile","AccessDBTable","AccessDBColumn","AccessColumnDescription","DataSETUID","Tab RMA DHIS2",
"Intrants gratuit MSR Gentamycine inj.20  stock au debut du mois","fibhj6bxw1d","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cGENTA20_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Gentamycine inj.20  quantite re?ue durant le mois","zxgIDu1iPt5","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cGENTA20_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Gentamycine inj.20  quantite utilisee","NinOLBFxnUH","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cGENTA20_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Gentamycine inj.20  quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","qdjWpV5GMdG","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cGENTA20_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Gentamycine inj.20  nombre des jours de rupture de stock","MulNsTh3sEZ","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cGENTA20_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Oxytocine injectable stock au debut du mois","Cp04KHvJNxf","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cOXYTOINJ_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Oxytocine injectable quantite re?ue durant le mois","IDNKOSey1Ux","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cOXYTOINJ_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Oxytocine injectable quantite utilisee","kJ5MbafXZth","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cOXYTOINJ_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Oxytocine injectable quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","CLpG68otBQ7","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cOXYTOINJ_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Oxytocine injectable nombre des jours de rupture de stock","TR6YljZ30vG","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cOXYTOINJ_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Sulfate de Magnesie stock au debut du mois","oGVu8VNxQSP","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cSULFMAG_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Sulfate de Magnesie quantite re?ue durant le mois","Byz2937xEyy","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cSULFMAG_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Sulfate de Magnesie quantite utilisee","e9Nl6N3Nizm","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cSULFMAG_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Sulfate de Magnesie quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","Gm7JGkWaPp8","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cSULFMAG_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Sulfate de Magnesie nombre des jours de rupture de stock","RJuqbbePhPl","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cSULFMAG_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Chlorhexidine stock au debut du mois","pwzXP0TgF27","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cCHX_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Chlorhexidine quantite recue durant le mois","ILGt70lL5HY","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cCHX_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Chlorhexidine quantite utilisee","bvIXIRWMRFt","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cCHX_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Chlorhexidine quantite redeployee et Perdue: expiree__ cassee__ perimee__ etc.","vHwFCcImzm9","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cCHX_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Chlorhexidine nombre des jours de rupture de stock","QcgqezS6ssR","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cCHX_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Misoprostol stock au debut du mois","YxEcNuCv0NA","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cMISPROTOL_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Misoprostol quantite recue durant le mois","q1jAefD81KC","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cMISPROTOL_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Misoprostol quantite utilisee","zbBte0MQP6T","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cMISPROTOL_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Misoprostol quantite redeployee et Perdue: expiree__ cassee__ perimee__ etc.","QAxoSiaY6P8","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cMISPROTOL_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit MSR Misoprostol nombre des jours de rupture de stock","mGMPFN0vTcM","HllvX50cXC0",,,,"tRM_CSB_INTRANT_Tub_Lepre_MSR","cMISPROTOL_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Med Traceur: Nb jours de rupture de stock Aminophylline cp","p2m1vBrwCTV","HllvX50cXC0",,,,"tRM_CSB_FANOME","cAMINOCP_NJRS",,"NZ52X9Fw4lB","Tableau 16",
"Med Traceur: Nb jours de rupture de stock Amoxicilline cp","dFiKrbE7m2F","HllvX50cXC0",,,,"tRM_CSB_FANOME","cAMOXCP_NJRS",,"NZ52X9Fw4lB","Tableau 16",
"Med Traceur: Nb jours de rupture de stock Benzyl penicilline inj","i7kkZyGr9eE","HllvX50cXC0",,,,"tRM_CSB_FANOME","cBENZPENINJ_NJRS",,"NZ52X9Fw4lB","Tableau 16",
"Med Traceur: Nb jours de rupture de stock Captopril cp","eaOpoDxPNf7","HllvX50cXC0",,,,"tRM_CSB_FANOME","cCAPTOCP_NJRS",,"NZ52X9Fw4lB","Tableau 16",
"Med Traceur: Nb jours de rupture de stock Chlorpheniramine cp","y8EZdEGriNR","HllvX50cXC0",,,,"tRM_CSB_FANOME","cCHLORCP_NJRS",,"NZ52X9Fw4lB","Tableau 16",
"Med Traceur: Nb jours de rupture de stock Cotrimoxazole cp","NnDsQ0Nq2GZ","HllvX50cXC0",,,,"tRM_CSB_FANOME","cCOTRIMCP_NJRS",,"NZ52X9Fw4lB","Tableau 16",
"Med Traceur: Nb jours de rupture de stock Fer acide folique cp","n5aXEvoD5MH","HllvX50cXC0",,,,"tRM_CSB_FANOME","cFAFCP_NJRS",,"NZ52X9Fw4lB","Tableau 16",
"Med Traceur: Nb jours de rupture de stock Gentamycine inj","Eij2tgvJywL","HllvX50cXC0",,,,"tRM_CSB_FANOME","cGENTAINJ_NJRS",,"NZ52X9Fw4lB","Tableau 16",
"Med Traceur: Nb jours de rupture de stock Hydrochlorothiazide","cxEd77YrmPX","HllvX50cXC0",,,,"tRM_CSB_FANOME","cHYDROCHLCP_NJRS",,"NZ52X9Fw4lB","Tableau 16",
"Med Traceur: Nb jours de rupture de stock Ibuprofene cp","lcW4fhSJGRE","HllvX50cXC0",,,,"tRM_CSB_FANOME","cIBUCP_NJRS",,"NZ52X9Fw4lB","Tableau 16",
"Med Traceur: Nb jours de rupture de stock Metoclopramide cp","EjSRK7b3UEy","HllvX50cXC0",,,,"tRM_CSB_FANOME","cMETOCLOCP_NJRS",,"NZ52X9Fw4lB","Tableau 16",
"Med Traceur: Nb jours de rupture de stock Paracetamol cp","EnnSfIyPAu3","HllvX50cXC0",,,,"tRM_CSB_FANOME","cPARACETCP_NJRS",,"NZ52X9Fw4lB","Tableau 16",
"Med Traceur: Nb jours de rupture de stock Metronidazole cp","vDFPJQLrMqh","HllvX50cXC0",,,,"tRM_CSB_FANOME","cMETRONCP_NJRS",,"NZ52X9Fw4lB","Tableau 16",
"Med Traceur: Nb jours de rupture de stock Phenobarbital cp","a9EDiJ88VsS","HllvX50cXC0",,,,"tRM_CSB_FANOME","cPHENOCP_NJRS",,"NZ52X9Fw4lB","Tableau 16",
"Med Traceur: Nb jours de rupture de stock SRO/Zinc sachet","xRFQQMv8r74","HllvX50cXC0",,,,"tRM_CSB_FANOME","cSRO_NJRS",,"fYvqcl44zlF","Tableau 18",
"MEDICAMENTS (Fanome) Valeurs debut du mois en cours","zBajOVFmMvM","HllvX50cXC0",,,,"tRM_CSB_GESTFIN","cMEDIC_FAN_VFMP",,"fYvqcl44zlF","Tableau 18",
"MEDICAMENTS (Fanome) Valeurs des Entrees au cours du mois","wh4Y3vdk4HQ","HllvX50cXC0",,,,"tRM_CSB_GESTFIN","cMEDIC_FAN_VECM",,"fYvqcl44zlF","Tableau 18",
"MEDICAMENTS (Fanome) Dettes","ThaNChucoFB","HllvX50cXC0",,,,"tRM_CSB_GESTFIN","cMEDIC_FAN_DETTES",,"fYvqcl44zlF","Tableau 18",
"MEDICAMENTS (Fanome) Valeurs des Sorties au cours du mois","m68TaA2lxvo","HllvX50cXC0",,,,"tRM_CSB_GESTFIN","cMEDIC_FAN_VSCM",,"fYvqcl44zlF","Tableau 18",
"MEDICAMENTS (Fanome) Creances","EF6ONey38nW","HllvX50cXC0",,,,"tRM_CSB_GESTFIN","cMEDIC_FAN_CREREC",,"fYvqcl44zlF","Tableau 18",
"MEDICAMENTS (Fanome) Valeurs Physique Fin du mois en cours","F2SD8ILeKLH","HllvX50cXC0",,,,"tRM_CSB_GESTFIN","cMEDIC_FAN_VPFMC",,"fYvqcl44zlF","Tableau 18",
"Situation financiere Solde Fin du mois précédent  PhaGCom","o56TGiLh9Jh","adZH8311qc8",,,,"tRM_CSB_GESTFIN","cPHAGCO_FAN_SFMP",,"fYvqcl44zlF","Tableau 18",
"Situation Financiere Recette  PhaGCom","ZBXzlcfJNgw","adZH8311qc8",,,,"tRM_CSB_GESTFIN","cPHAGCO_FAN_RCM",,"fYvqcl44zlF","Tableau 18",
"Situation Financiere Dettes PhaGCom","iaR5RWC5fBg","adZH8311qc8",,,,"tRM_CSB_GESTFIN","cPHAGCO_FAN_DETTE",,"fYvqcl44zlF","Tableau 18",
"Situation Financiere Depenses PhaGCom","iRz5Zh9DUWy","adZH8311qc8",,,,"tRM_CSB_GESTFIN","cPHAGCO_FAN_DEP",,"fYvqcl44zlF","Tableau 18",
"Situation Financiere Autres depenses au cours du mois PhaGCom","MrmTrSe6pUy","adZH8311qc8",,,,"tRM_CSB_GESTFIN","cPHAGCO_FAN_AUTDCM",,"fYvqcl44zlF","Tableau 18",
"Situation Financiere Creances PhaGCom","qRqBK3bXpvc","adZH8311qc8",,,,"tRM_CSB_GESTFIN","cPHAGCO_FAN_CREREC",,"fYvqcl44zlF","Tableau 18",
"Situation Financiere Solde en caisse PhaGCom","uCxDQhG9rLn","adZH8311qc8",,,,"tRM_CSB_GESTFIN","cPHAGCO_FAN_SOLCA",,"fYvqcl44zlF","Tableau 18",
"Situation Financiere Solde en banque PhaGCom","TxlRHtEa7tI","adZH8311qc8",,,,"tRM_CSB_GESTFIN","cPHAGCO_FAN_SOLBA",,"fYvqcl44zlF","Tableau 18",
"Situation financiere Solde Fin du mois précédent  Dentisterie","o56TGiLh9Jh","okXhx1WpDbY",,,,"tRM_CSB_GESTFIN","cDEN_FAN_SFMP",,"fYvqcl44zlF","Tableau 18",
"Situation Financiere Recette  Dentisterie","ZBXzlcfJNgw","okXhx1WpDbY",,,,"tRM_CSB_GESTFIN","cDEN_FAN_RCM",,"fYvqcl44zlF","Tableau 18",
"Situation Financiere Dettes Dentisterie","iaR5RWC5fBg","okXhx1WpDbY",,,,"tRM_CSB_GESTFIN","cDEN_FAN_DETTE",,"fYvqcl44zlF","Tableau 18",
"Situation Financiere Depenses Dentisterie","iRz5Zh9DUWy","okXhx1WpDbY",,,,"tRM_CSB_GESTFIN","cDEN_FAN_DEP",,"fYvqcl44zlF","Tableau 18",
"Situation Financiere Autres depenses au cours du mois Dentisterie","MrmTrSe6pUy","okXhx1WpDbY",,,,"tRM_CSB_GESTFIN","cDEN_FAN_AUTDCM",,"fYvqcl44zlF","Tableau 18",
"Situation Financiere Creances Dentisterie","qRqBK3bXpvc","okXhx1WpDbY",,,,"tRM_CSB_GESTFIN","cDEN_FAN_CREREC",,"fYvqcl44zlF","Tableau 18",
"Situation Financiere Solde en caisse Dentisterie","uCxDQhG9rLn","okXhx1WpDbY",,,,"tRM_CSB_GESTFIN","cDEN_FAN_SOLCA",,"fYvqcl44zlF","Tableau 18",
"Situation Financiere Solde en banque Dentisterie","TxlRHtEa7tI","okXhx1WpDbY",,,,"tRM_CSB_GESTFIN","cDEN_FAN_SOLBA",,"fYvqcl44zlF","Tableau 18",
"Situation fond d'Equite Solde Fin du mois precedent = valeur debut du mois en cours (Banque) PhaGCom","fv75XPjLFEL","adZH8311qc8",,,,"tRM_CSB_GESTFIN","cPHAGCO_FEQ_SFMP",,"fYvqcl44zlF","Tableau 18",
"Situation fond d'Equite Recette au cours du mois PhaGCom","Qcx2sTBfLw2","adZH8311qc8",,,,"tRM_CSB_GESTFIN","cPHAGCO_FEQ_RCM",,"fYvqcl44zlF","Tableau 18",
"Situation fond d'Equite Subvention PhaGCom","SGRY5MCQpbc","adZH8311qc8",,,,"tRM_CSB_GESTFIN","cPHAGCO_FEQ_SUBV",,"fYvqcl44zlF","Tableau 18",
"Situation fond d'Equite Depenses au cours du mois PhaGCom","OuYge7hdcN8","adZH8311qc8",,,,"tRM_CSB_GESTFIN","cPHAGCO_FEQ_DCM",,"fYvqcl44zlF","Tableau 18",
"Situation fond d'Equite Solde en banque PhaGCom","jzpOjw9TS3n","adZH8311qc8",,,,"tRM_CSB_GESTFIN","cPHAGCO_FEQ_SOLBA",,"fYvqcl44zlF","Tableau 18",
"Situation fond d'Equite Solde Fin du mois precedent = valeur debut du mois en cours (Banque) Dentisterie","fv75XPjLFEL","okXhx1WpDbY",,,,"tRM_CSB_GESTFIN","cDEN_FEQ_SFMP",,"fYvqcl44zlF","Tableau 18",
"Situation fond d'Equite Recette au cours du mois Dentisterie","Qcx2sTBfLw2","okXhx1WpDbY",,,,"tRM_CSB_GESTFIN","cDEN_FEQ_RCM",,"fYvqcl44zlF","Tableau 18",
"Situation fond d'Equite Subvention Dentisterie","SGRY5MCQpbc","okXhx1WpDbY",,,,"tRM_CSB_GESTFIN","cDEN_FEQ_SUBV",,"fYvqcl44zlF","Tableau 18",
"Situation fond d'Equite Depenses au cours du mois Dentisterie","OuYge7hdcN8","okXhx1WpDbY",,,,"tRM_CSB_GESTFIN","cDEN_FEQ_DCM",,"fYvqcl44zlF","Tableau 18",
"Situation fond d'Equite Solde en banque Dentisterie","jzpOjw9TS3n","okXhx1WpDbY",,,,"tRM_CSB_GESTFIN","cDEN_FEQ_SOLBA",,"fYvqcl44zlF","Tableau 18",
"Utilisation - Frequentation - Prescription Total des Consultations?: nouveaux cas et anciens cas","jMJZbnzcuZW","HllvX50cXC0",,,,"tRM_CSB_CEXT_Utilisation_Prescription","cTOT_CONS",,"GSUZkSLVfZy","Tableau 5",
"Utilisation - Frequentation - Prescription Ordonnances prescrites","kuaY8ZzXQga","HllvX50cXC0",,,,"tRM_CSB_CEXT_Utilisation_Prescription","cTOT_ORD_PRES",,"GSUZkSLVfZy","Tableau 5",
"Utilisation - Frequentation - Prescription Ordonnances servies a la pharmacie du centre","rUZ8aO29sdv","HllvX50cXC0",,,,"tRM_CSB_CEXT_Utilisation_Prescription","cORD_SERV",,"GSUZkSLVfZy","Tableau 5",
"Utilisation - Frequentation - Prescription Ordonnances factures","Ao6ogkiM5Ws","HllvX50cXC0",,,,"tRM_CSB_CEXT_Utilisation_Prescription","cORD_FACT",,"GSUZkSLVfZy","Tableau 5",
"Utilisation - Frequentation - Prescription Bons de soins","lAGteRWfA3g","HllvX50cXC0",,,,"tRM_CSB_CEXT_Utilisation_Prescription","cBS",,"GSUZkSLVfZy","Tableau 5",
